,jobtitle,company,city,state,country,language,formattedLocation,source,advertiserId,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations,refNum
170,Software Dev Engineer In Test (HEALTHCARE),InfrastructureTWG,New York,NY,US,en,"New York, NY",InfrastructureTWG,,"Thu, 22 Sep 2022 21:40:44 GMT",2 Days Onsite Per week. 3 years minimum writing automated functional and back-end tests for cross-platform applications. Minimum of bachelor's degree.,https://www.indeed.com/viewjob?jk=364b33f982f61f39&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76co4tirro800,"indeed_clk(this,'3098');",364b33f982f61f39,False,False,False,"New York, NY 10017",30+ days ago,,z5G7h3l6a1kMvyS65NP3c0H_pGQF1kofMjKHLHmmtBY=
171,"Staff Software Engineer, Infrastructure, Google Assistant",Google,New York,NY,US,en,"New York, NY",Google,,"Thu, 20 Oct 2022 02:19:02 GMT","Bachelor's degree or equivalent practical experience. 8 years of experience in software development, and with data structures/algorithms.",https://www.indeed.com/viewjob?jk=7e7f94f1d353de27&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76co4tirro800,"indeed_clk(this,'3098');",7e7f94f1d353de27,False,False,False,"New York, NY",17 days ago,,100939934656799430
172,iSeries Developer,Amphenol Aerospace,Sidney,NY,US,en,"Sidney, NY",Amphenol Aerospace,,"Wed, 27 Jul 2022 19:02:38 GMT","The iSeries <b>Developer</b> is responsible for effective provisioning, installation, operation, and maintenance of systems hardware and software and related…",https://www.indeed.com/viewjob?jk=22c6702285f6cac6&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76co4tirro800,"indeed_clk(this,'3098');",22c6702285f6cac6,False,False,False,"Sidney, NY",30+ days ago,,1662
173,Python Developer,ION,New York,NY,US,en,"New York, NY",ION,,"Mon, 29 Nov 2021 18:18:10 GMT","The Python <b>Developer</b> will build microservices and systems that allow financial firms process various data streams, using streaming/Messaging/REST technologies.",https://www.indeed.com/viewjob?jk=ae5f6d64af933a31&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76co4tirro800,"indeed_clk(this,'3098');",ae5f6d64af933a31,False,False,False,"New York, NY",11 months ago,,93dfb7db-cd76-4a2e-bb65-c9eb373a8fac
174,"Senior Software Engineer I, Ad Delivery",Etsy,Brooklyn,NY,US,en,"Brooklyn, NY",Etsy,,"Tue, 25 Oct 2022 05:26:16 GMT","This is a full-time position reporting to the Engineering Manager and the base salary range will be 152,000 - 178,000 USD per year.",https://www.indeed.com/viewjob?jk=d7b099255afee9a2&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76co4tirro800,"indeed_clk(this,'3098');",d7b099255afee9a2,False,False,False,"Brooklyn, NY 11201",12 days ago,,743999859670410
175,C++ Developer,ClickIt,Hauppauge,NY,US,en,"Hauppauge, NY",ClickIt,,"Mon, 22 Apr 2019 15:40:30 GMT","ClickIt is a well-established engineering/information based technology company that develops and manufactures a complete line of advanced, easy to use HVR, DVR,…",https://www.indeed.com/viewjob?jk=572309d6df6dcdd7&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",572309d6df6dcdd7,False,False,False,"Hauppauge, NY",3 years ago,,op5
176,"Supervisor, Application Development",Northwell Health,Lake Success,NY,US,en,"Lake Success, NY",Northwell Health,,"Sat, 24 Sep 2022 12:18:55 GMT",Manages the team of senior <b>developers</b> and <b>developers</b>. Responsible for recommending new and improved software and packages to enhance the quality of work for the…,https://www.indeed.com/viewjob?jk=25e1b7c819deb538&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",25e1b7c819deb538,False,False,False,"Lake Success, NY 11020",30+ days ago,,1962_61463
177,"Staff Software Engineer, Machine Learning, Google Research",Google,New York,NY,US,en,"New York, NY",Google,,"Tue, 18 Oct 2022 02:18:47 GMT","Review code developed by other <b>developers</b> and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and…",https://www.indeed.com/viewjob?jk=d2e858088e826a01&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",d2e858088e826a01,False,False,False,"New York, NY",19 days ago,,96010287158567622
178,Full Stack Lead (JavaScript),TIDAL,New York,NY,US,en,"New York, NY",TIDAL,,"Wed, 02 Nov 2022 13:20:30 GMT",Our team of <b>developers</b> works within a flat and flexible structure. TBD is building an open <b>developer</b> platform to make it easier to access Bitcoin and other…,https://www.indeed.com/viewjob?jk=edd5cdc98d8fc3b7&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",edd5cdc98d8fc3b7,False,False,False,"New York, NY",4 days ago,,743999860846549
179,Front End Development Specialist,Deloitte,Rochester,NY,US,en,"Rochester, NY",Deloitte,,"Fri, 10 Dec 2021 07:55:02 GMT","3 or more years of experience as a web <b>developer</b>, high-level proficiency in HTML5, CSS3, and JavaScript. Knowledge of the agile methodology.",https://www.indeed.com/viewjob?jk=c8465af0b2e3fed0&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",c8465af0b2e3fed0,False,False,False,"Rochester, NY 14604",11 months ago,,68451-NY-Roche
180,WEB APPLICATION UI DEVELOPER,NYC Financial Information Services Agency,New York,NY,US,en,"New York, NY",Indeed,55970673.0,"Fri, 07 Oct 2022 16:06:54 GMT","Ops/Tech Syst Web App. $110,000.00 - $115,000.00 (Annual). As of August 2, 2021, all new hires must be vaccinated against the COVID-19 virus, unless they have…",https://www.indeed.com/viewjob?jk=0a36c1104524eefc&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",0a36c1104524eefc,False,False,False,"New York, NY 10122",30 days ago,,55970673-16-16
181,Commercetools Developer - Commerce,Deloitte,New York,NY,US,en,"New York, NY",Deloitte,,"Sat, 29 Oct 2022 01:37:56 GMT","We are looking for a Commercetools <b>developer</b> who is motivated to combine the art of design with the art of programming, transitioning seamlessly between…",https://www.indeed.com/viewjob?jk=1b1e01c002b917d5&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",1b1e01c002b917d5,False,False,False,"New York, NY",8 days ago,,125432-NY-New Y
182,Quartz Business Platform Developer,Bank of America,New York,NY,US,en,"New York, NY",Bank of America,,"Thu, 20 Oct 2022 18:50:54 GMT","This is of course optional, as we recognize that many great <b>developers</b> work primarily on closed source projects. A modern Python stack for agile development.",https://www.indeed.com/viewjob?jk=77309aea792a30d3&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",77309aea792a30d3,False,False,False,"New York, NY",17 days ago,,22095677
183,"Full Stack Developer (Rome, NY)",Raytheon Intelligence & Space,Rome,NY,US,en,"Rome, NY",Raytheon,,"Fri, 30 Sep 2022 06:01:45 GMT","Come join our team to develop the tools for the technology-augmented warfighter of the future! Front-line operators in the military, law enforcement, search and…",https://www.indeed.com/viewjob?jk=211cb7c8842de98a&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",211cb7c8842de98a,False,False,False,"Rome, NY 13440",30+ days ago,,01572902
184,Full Stack Developer,FasTraxPOS,Rock Hill,NY,US,en,"Rock Hill, NY",FasTraxPOS,,"Fri, 21 Oct 2022 07:28:27 GMT","As the full stack <b>developer</b>, the ideal candidate will be responsible for: FasTrax Solutions is seeking a highly organized, enthusiastic, and diligent full stack…",https://www.indeed.com/viewjob?jk=4ef1c59a6b2a961f&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",4ef1c59a6b2a961f,False,False,False,"Rock Hill, NY 12775",16 days ago,,collapse9
185,Developer,TP ICAP,New York,NY,US,en,"New York, NY",TP ICAP,27725031.0,"Tue, 13 Sep 2022 09:44:25 GMT","We are creative and passionate technologists who encourage our teammates to break from convention, experiment with new technologies and teach us new things.",https://www.indeed.com/viewjob?jk=b84a1dee0de5d25d&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",b84a1dee0de5d25d,False,False,False,"New York, NY 10018",30+ days ago,,R197
186,"Senior Member of Technical Staff - Endpoint Software Engineer (*nix) - Opportunity for Working Remotely New York, NY",VMware,New York,NY,US,en,"New York, NY",VMware,,"Fri, 28 Oct 2022 00:20:08 GMT","This would include attending conferences such as WWDC, or <b>developer</b> conferences. Our product is critical to our customers, and every <b>developer</b> will cooperate…",https://www.indeed.com/viewjob?jk=63d2b990c724bf70&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",63d2b990c724bf70,False,False,False,"New York, NY",9 days ago,,R2221989-en-us-36
187,Back End Java Developer (REMOTE),Dotdash Meredith,New York,NY,US,en,"New York, NY",Dotdash Meredith,,"Thu, 30 Jun 2022 18:11:45 GMT",You will work in a collaborative Agile environment to fulfill feature requests from multiple business groups while supporting <b>developers</b> across the company…,https://www.indeed.com/viewjob?jk=85d0bf3c475c0848&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",85d0bf3c475c0848,False,False,False,"New York, NY 10036",4 months ago,,o60ekfwo-CpmwVfwW
188,Programmer/Analyst,New York University,New York,NY,US,en,"New York, NY",New York University,,"Tue, 09 Aug 2022 10:35:14 GMT","Under the direction of the Senior Manager, Digital Library Infrastructure, the Programmer/Analyst will develop digital library infrastructure, including web…",https://www.indeed.com/viewjob?jk=35ee63b3078c7ba5&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",35ee63b3078c7ba5,False,False,False,"New York, NY 10012",30+ days ago,,364738d5-78c4-429b-95d7-5e7232e4d46d-1
189,Associate Software Developer with,Infodesk,New York,NY,US,en,"New York, NY",Infodesk,,"Fri, 02 Sep 2022 14:06:22 GMT","Together with the team, you will build out new product features and applications using agile methodologies and open source technologies.",https://www.indeed.com/viewjob?jk=abbfd05a15f8df91&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",abbfd05a15f8df91,False,False,False,"New York, NY",30+ days ago,,7274
190,Mobile Developer,VNS Health,Manhattan,NY,US,en,"Manhattan, NY",Visiting Nurse Service of New York,,"Wed, 14 Sep 2022 13:13:46 GMT","In this role, the Mobile <b>Developer</b> acts as the primary technical expert and principal designer for major systems and subsystems.",https://www.indeed.com/viewjob?jk=18516d3e6cd8d341&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",18516d3e6cd8d341,False,False,False,"Manhattan, NY",30+ days ago,,R006719
191,"Senior Producer, Game Services",WarnerMedia,Troy,NY,US,en,"Troy, NY",WarnerMedia,,"Mon, 22 Aug 2022 21:13:46 GMT",Our highly experienced team of engineers utilize cutting-edge technology to build game services that are robust and scalable enough to support world-class…,https://www.indeed.com/viewjob?jk=6a18f3e6b9e999ba&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",6a18f3e6b9e999ba,False,False,False,"Troy, NY",30+ days ago,,184382BR/Senior-Producer-Game-Services
192,Associate Bioinformatics Programmer,NYU Langone,New York,NY,US,en,"New York, NY",NYU Langone,,"Thu, 15 Sep 2022 05:10:38 GMT","NYU Grossman School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU Grossman School of Medicine has trained thousands of…",https://www.indeed.com/viewjob?jk=cf51cd2cf6058d85&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",cf51cd2cf6058d85,False,False,False,"New York, NY 10016",30+ days ago,,https://nyulangone-openhire.silkroad.com/epostings/submit.cfm?fuseaction=app.dspjob&jobid=74138&jobboardid=1112&company_id=16370&version=1
193,Full Stack Engineer,Quizlet,New York,NY,US,en,"New York, NY",Quizlet,13543347.0,"Sat, 05 Nov 2022 02:26:11 GMT","Inspired by our belief that anyone can learn anything and powered by our own curiosity, we build the smartest tools we can imagine to help students learn.",https://www.indeed.com/viewjob?jk=d932f20d22d9e794&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",d932f20d22d9e794,False,False,False,"New York, NY",1 day ago,,a2850f60-9076-4a85-9d27-32720bfd8e60
194,Angular Developer,Capgemini,New York,NY,US,en,"New York, NY",Capgemini,,"Mon, 31 Oct 2022 18:57:33 GMT",Capgemini is seeking a Full stack Net <b>developer</b> with experience with C with Angular Technology and Frameworks that are being used.,https://www.indeed.com/viewjob?jk=803ef0fb54133d64&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",803ef0fb54133d64,False,False,False,"New York, NY 10003",6 days ago,,865063501A0
195,Manager Software Development REMOTE - US,Pearson,Albany,NY,US,en,"Albany, NY",Pearson,,"Tue, 02 Aug 2022 19:12:35 GMT","The Manager of Software Development is responsible for driving a team of software <b>developers</b>, business analysts, and Quality Assurance Engineers to successfully…",https://www.indeed.com/viewjob?jk=16370f98d3ebf1f3&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",16370f98d3ebf1f3,False,False,False,"Albany, NY 12260",30+ days ago,,9729DFF078CF452EA0B90A4D5ED060081554
196,Application Development Specialist 1-5,Metropolitan Transportation Authority,Manhattan,NY,US,en,"Manhattan, NY",Metropolitan Transportation Authority,,"Thu, 27 Oct 2022 22:23:20 GMT","Job Title: Application Development Specialist Levels 1-5. Salary Range: Level 1 - $66,127- $92,578. Level 2 - $70,706 - $98,988. Level 3 - $74,597 - $104,436.",https://www.indeed.com/viewjob?jk=01e9f26130965139&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",01e9f26130965139,False,False,False,"Manhattan, NY",9 days ago,,103240_1
197,"Associate, Software Engineering, Web Foundry",Goldman Sachs,New York,NY,US,en,"New York, NY",Goldman Sachs,,"Thu, 18 Aug 2022 08:10:52 GMT","The team is seeking an experienced full stack Web <b>developer</b> to focus on extending and expanding the firm's intranet and related platforms, including our search…",https://www.indeed.com/viewjob?jk=7243672f774ef988&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",7243672f774ef988,False,False,False,"New York, NY 10282",30+ days ago,,104161
198,Software Development Engineer in Test,State Street,New York,NY,US,en,"New York, NY",State Street,,"Wed, 12 Oct 2022 13:18:55 GMT","Who we are looking for: We're looking for a talented, experienced Software Development Engineer in Test with solid technical skills and a passion for writing…",https://www.indeed.com/viewjob?jk=78d7f06b6d03247e&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",78d7f06b6d03247e,False,False,False,"New York, NY",25 days ago,,R-720314-8
199,Sr. Full Stack Java Developer,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Wed, 02 Nov 2022 04:03:43 GMT",Experience working with agile methodology is required. The Data Aggregation Team within Chase Digital Technology is searching for an Engineering Lead.,https://www.indeed.com/viewjob?jk=e32634f3ec2fa5e6&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cob5k7eq800,"indeed_clk(this,'3298');",e32634f3ec2fa5e6,False,False,False,"New York, NY",4 days ago,,280659310
200,IT: Web Development,CFO4You,New York,NY,US,en,"New York, NY",CFO4You,,"Mon, 17 Jan 2022 20:02:13 GMT","New York City (Tri-State), Part/Full-time / Offsite, $$$ commensurate with experience. Technology Development and Deployment are hands-on functionalities, and…",https://www.indeed.com/viewjob?jk=ba38800d5c4e4427&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cos3g0nl800,"indeed_clk(this,'3841');",ba38800d5c4e4427,False,False,False,"New York, NY",9 months ago,,63f99fa26006c7d109813cbce1a35357
201,AWS/Java Developer (CONTRACT) REMOTE,Broadridge,Edgewood,NY,US,en,"Edgewood, NY",Broadridge,,"Wed, 26 Oct 2022 23:16:03 GMT","Experience working in agile development environment. Superb opportunity for applicants that are proficient in Python, Java Script, Node.js .",https://www.indeed.com/viewjob?jk=8642b9f27ad9bb59&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cos3g0nl800,"indeed_clk(this,'3841');",8642b9f27ad9bb59,False,False,False,"Edgewood, NY",10 days ago,,JR1051450
202,JAVA/J2EE Engineer,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Sat, 29 Oct 2022 04:04:49 GMT",5+ years of professional experience as an enterprise application <b>developer</b> with advanced level skills in Java/J2EE. Estimate and plan JIRA stories.,https://www.indeed.com/viewjob?jk=99744bfee1fa30fb&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cos3g0nl800,"indeed_clk(this,'3841');",99744bfee1fa30fb,False,False,False,"New York, NY",8 days ago,,280200350
203,AEM Front Dev UI Developer,Capgemini,New York,NY,US,en,"New York, NY",Capgemini,,"Thu, 27 Oct 2022 00:57:29 GMT","Work and collaborate with a team of <b>developers</b> and architects, UX UI visual designers to create a website Mobile Web application.",https://www.indeed.com/viewjob?jk=f0cd888dd8fa92c3&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB_7dyZHSE8HYqWT83q7-ON4&indpubnum=448947293830904&atk=1gh76cos3g0nl800,"indeed_clk(this,'3841');",f0cd888dd8fa92c3,False,False,False,"New York, NY 10003",10 days ago,,863909801A0
